"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"X66839_at",-0.199823942666479,7.59176776370125,-0.97985686531912,0.330372630713639,0.559436219562359,-6.17959685439356,"CA9"
"X79984_at",-0.108140148653202,7.01282090587851,-0.979466358018502,0.330564152537199,0.559627604710921,-6.17997332872823,"MAF"
"L39064_rna1_at",-0.167504770888363,7.08468228109665,-0.97898266119596,0.330801480207161,0.559775277908485,-6.18043944119057,NA
"X92720_at",-0.119172385425122,8.70244572438205,-0.978968515057453,0.33080842275613,0.559775277908485,-6.1804530696845,"PCK2"
"X86163_at",0.100128433488121,5.55519506080792,0.978614657314623,0.330982118035735,0.559841499825709,-6.1807939164394,"BDKRB2"
"M86707_at",0.153139369247171,7.98392686472558,0.978568828603544,0.331004618006082,0.559841499825709,-6.18083805129841,"NMT1"
"M18700_s_at",-0.148895966974377,8.35074660484956,-0.97786429467048,0.331350641613704,0.560270445743662,-6.18151629197772,"CELA3A"
"D87743_at",-0.134454588981556,7.55865095402037,-0.977584105267716,0.331488319681362,0.560270445743662,-6.18178589247614,"SLC9A6"
"S59049_at",-0.286964251246838,7.94979788736205,-0.977477553743438,0.331540686341126,0.560270445743662,-6.18188839746279,"RGS1"
"X05610_at",0.126704770314873,8.22891022383052,0.977185427905643,0.331684284822043,0.560270445743662,-6.18216937334157,"COL4A2"
"M77016_at",0.115104809170315,6.65949230267089,0.977182459921179,0.331685743986215,0.560270445743662,-6.18217222762325,"TMOD1"
"D13789_at",-0.175051769680222,3.61637959293193,-0.97709290768032,0.331729772967316,0.560270445743662,-6.18225834516848,"MGAT3"
"Z67743_at",0.105508684400879,9.04367929182527,0.976665332121099,0.331940046605081,0.560492797784846,-6.1826694154854,"CLCN7"
"U62801_at",0.402764772984035,6.03865337335917,0.974997338186759,0.332761174844728,0.561746250406836,-6.18427134638366,"KLK6"
"L02326_f_at",-0.182511900183689,10.1705369970316,-0.974620226208572,0.332947006742565,0.561918784596326,-6.18463315270284,"GUSBP11"
"X76538_at",-0.102179947906894,8.9661427147588,-0.974470064607153,0.333021021871157,0.561918784596326,-6.18477718181716,"MPV17"
"M58459_at",-0.55789713572711,8.98211269690474,-0.974193783342698,0.333157230097208,0.562015592371745,-6.18504212348677,"RPS4Y1"
"U09366_at",0.17987951280577,7.19408867199881,0.973600668240247,0.333449763128047,0.562376002209569,-6.18561064779221,"ZNF133"
"HG25930-HT26386_at",-0.328914148090632,5.75095095310962,-0.97343454006422,0.333531730284651,0.562381198013075,-6.18576982776174,NA
"D43968_at",-0.339792737729518,7.95784833575943,-0.973005685434561,0.333743387229382,0.562579778310852,-6.1861806234957,"RUNX1"
"X80909_at",-0.118155117634101,12.8551881414207,-0.972876159323037,0.333807330937706,0.562579778310852,-6.18630466064271,"NACA"
"U00930_at",0.168253167582286,8.03571792117916,0.972128874940881,0.334176403477835,0.563016455173895,-6.18701996302095,"CHD8"
"M74002_at",-0.174105471605236,10.1344297644138,-0.971914533807961,0.334282312881257,0.563016455173895,-6.18722503204321,"SRSF11"
"M24349_s_at",0.094891066129116,6.72455301229134,0.971871943264817,0.33430336018391,0.563016455173895,-6.18726577493001,"PTHLH"
"X16416_at",-0.185711319818557,8.81513466296589,-0.971658394690547,0.334408904302457,0.56306119007374,-6.18747003314841,"ABL1"
"M94172_s_at",0.140426740067991,8.44183218547209,0.97147660148996,0.334498770936265,0.563079513106171,-6.18764388304127,"CACNA1B"
"D13720_s_at",-0.142937415118788,7.58426393767079,-0.971242498120459,0.334614519684544,0.563141385937468,-6.18786771077089,"ITK"
"J05158_at",-0.245415747299672,5.72792463536079,-0.970417635949858,0.335022569795726,0.563695043680371,-6.18865594794985,"CPN2"
"U41737_at",-0.131497348951861,6.34773947563886,-0.970235741983114,0.335112594718197,0.563713470445028,-6.18882967777387,NA
"D13644_at",-0.0798341758068482,6.71079475018418,-0.968409457469343,0.336017360455726,0.56510209074991,-6.19057223252921,"USP6NL"
"X82207_at",0.175441902788295,8.35163720631712,0.967496570407354,0.336470217773921,0.565730231724124,-6.19144206723722,"ACTR1B"
"M74447_at",-0.188638068431129,5.94139178959501,-0.967242942384755,0.336596106517235,0.565808451629655,-6.19168359210009,"TAP2"
"U88871_at",0.0859225263671712,6.25322690511081,0.966443944464753,0.336992892717256,0.566011748016748,-6.19244405835494,"PEX7"
"L35035_at",-0.154624015116085,7.70919825337372,-0.966431771414357,0.336998940285092,0.566011748016748,-6.19245563962395,"RPIA"
"X97544_at",-0.0994911699404089,8.78367799547158,-0.966401764280122,0.337013848124624,0.566011748016748,-6.1924841873825,"TIMM17A"
"X57985_rna2_at",0.333737966678457,8.1893694746734,0.966359937048725,0.337034629026665,0.566011748016748,-6.192523978935,"H2BC21"
"X96754_at",-0.218466458987288,5.36003772073767,-0.966066848250676,0.33718026706936,0.566122968426159,-6.19280275638559,"IGKC"
"D87460_at",-0.149413771821015,9.65535232913798,-0.965866801321012,0.337279695606203,0.56615656933756,-6.19299298782656,"PALM"
"M59371_at",0.261868223407949,5.45905520480689,0.965685492119363,0.337369827617053,0.566174552985398,-6.1931653677574,"EPHA2"
"U84573_at",0.156072444673444,6.26986704060635,0.965111001437639,0.337655521419541,0.566505636157831,-6.19371135715098,"PLOD2"
"U43965_at",0.0906314074046843,8.0352688080798,0.964911878085161,0.337754582330715,0.566505636157831,-6.19390052782002,NA
"D64108_at",-0.0838892228251922,6.21041462471617,-0.964809528814441,0.337805506986526,0.566505636157831,-6.19399774661645,"DMC1"
"X84746_at",0.180326843231568,5.82733159712069,0.963664159888924,0.338375737329584,0.56732846458669,-6.1950850159189,"ABO"
"M24194_at",-0.113280350255872,14.3171355918986,-0.963050679898322,0.338681422087179,0.567707467213613,-6.1956668590573,"RACK1"
"U31929_s_at",0.139171515128284,8.35943389850396,0.962741650153449,0.338835473890683,0.567750436265293,-6.19595981551871,"NR0B1"
"X99687_at",0.100068719231547,8.68876094214166,0.962679752314844,0.338866335574249,0.567750436265293,-6.19601848290548,NA
"Y07683_at",0.122363258267326,7.80949373947847,0.962399366814943,0.339006156218397,0.567851242406239,-6.19628418902282,"P2RX3"
"D29810_at",0.110563363653648,6.64757739624557,0.962076093573313,0.339167410696531,0.567970893997433,-6.19659044389226,"DCBLD2"
"D14838_at",-0.207156155062218,6.18351023766779,-0.961936758574537,0.339236928971955,0.567970893997433,-6.19672241282215,"FGF9"
"S75174_at",-0.234720525928418,4.19693635679923,-0.961682050197059,0.339364034485528,0.568050293929873,-6.19696360765609,"E2F4"
"U38291_rna1_at",0.155935398308398,7.69260939317689,0.960785754051602,0.339811555313544,0.568454894857965,-6.1978118558191,"MAP1A"
"U68727_at",0.0797482056935639,6.28891923504666,0.960775686449328,0.33981658426113,0.568454894857965,-6.19782137934613,"PKNOX1"
"U26648_at",-0.143277441265795,8.98094529787685,-0.960718870220096,0.339844965897692,0.568454894857965,-6.1978751232786,"STX5"
"S73205_at",0.0886831245534152,6.48727197904545,0.96011167623396,0.340148376768281,0.56882894158599,-6.19844929020814,NA
"X55544_at",0.118409599146125,7.04379010596127,0.959515881007275,0.340446263915164,0.569193577732459,-6.19901233443416,"ATF1"
"M29550_at",0.136374272807797,7.37447801391842,0.959098015793045,0.340655290922144,0.569409512071269,-6.19940702622296,"PPP3CB"
"S66541_s_at",0.131317011115443,4.41964261532858,0.958927814606595,0.340740454006068,0.569418353635551,-6.19956774057761,"GAP43"
"M80482_at",0.0974313886934759,7.98207434764145,0.958256698338473,0.341076394159312,0.569846171540131,-6.20020117855695,"PCSK6"
"U22662_at",-0.204873876783679,5.50716612843627,-0.957954532139007,0.34122771989609,0.569965420604318,-6.20048623917333,"NR1H3"
"U35637_s_at",0.0990724812045283,6.53851835975127,0.957262178696867,0.341574617943831,0.570294456841646,-6.20113906809684,"NEB"
"Z14978_at",0.428830458001507,8.31107529634049,0.957242062147358,0.341584700619137,0.570294456841646,-6.20115802936941,"ACTR1A"
"AFFX-BioB-M_st",-0.258107929814571,6.38823770433455,-0.956957794655388,0.341727199950339,0.570398784464052,-6.20142593007946,NA
"X77737_at",0.530879671534469,8.1369791446099,0.956497161198517,0.34195819148592,0.570650736681443,-6.20185987772791,"SLC4A1"
"U58516_at",-0.138660483196412,9.24313938401041,-0.955566412134672,0.342425240523941,0.571296405264492,-6.20273608418662,"MFGE8"
"X04729_s_at",0.187434046434677,7.57560337932494,0.954986814174335,0.342716292473068,0.571648209883131,-6.20328129702167,"SERPINE1"
"U13737_at",-0.213876234590268,7.16838805893032,-0.954406394203969,0.343007918882603,0.572000807886334,-6.20382695985853,"CASP3"
"L08187_at",-0.0978997632293357,9.51459990091711,-0.954190145187058,0.343116612480971,0.572048253128354,-6.20403017658158,"EBI3"
"HG2229-HT2306_at",-0.076738548567926,4.51886888141488,-0.953937431120158,0.343243663024318,0.572126273953791,-6.20426760387994,NA
"D86971_at",-0.338359942881342,6.82016956554465,-0.952728954860909,0.343851641496309,0.573005692432723,-6.20540213112094,"LARP4B"
"U38175_at",-0.23897840287735,7.41734972824983,-0.951251905298894,0.344595690235787,0.574111398852753,-6.20678689244633,"ELAVL1"
"U36448_at",-0.118445818828292,5.17743942998415,-0.950915072711108,0.344765512915297,0.574158992654172,-6.20710238583797,"CADPS"
"U27333_at",0.383753564707466,5.37821007795133,0.950875765469985,0.34478533420571,0.574158992654172,-6.20713919576565,"FUT6"
"U89326_at",0.102423868363899,5.50015875447943,0.950621718058302,0.344913459472549,0.574238218724848,-6.20737706695035,"BMPR1B"
"HG2271-HT2367_s_at",-0.162108770683838,4.67835255348253,-0.950008631737755,0.345222788621915,0.574619019398933,-6.20795086026521,NA
"X82125_at",0.107607827788249,6.54198046294399,0.949783777659112,0.345336282672285,0.574673753307824,-6.20816121284474,"ZNF239"
"X16064_at",-0.0804946551495078,14.4058662316349,-0.949328300244543,0.345566257161136,0.574922251412308,-6.20858716635542,"TPT1"
"AFFX-CreX-3_st",-0.13494667056693,4.71337368902675,-0.949080522666601,0.34569140403085,0.574996271426955,-6.20881879937558,NA
"U96922_at",0.0862182873062309,5.90516023587823,0.948578949785069,0.345944827402613,0.575281186853239,-6.20928751051392,"INPP4B"
"HG4115-HT4385_at",-0.226161991359493,6.23084080614845,-0.948422125460183,0.346024088824055,0.575281186853239,-6.20943401052435,NA
"U79725_at",0.18026974100931,8.43727720269997,0.947088152733283,0.346698776419375,0.57624169893555,-6.21067920772061,"GPA33"
"X68277_at",-0.281768758799664,11.8836654962175,-0.94696030041922,0.346763485542644,0.57624169893555,-6.21079846171692,"DUSP1"
"M81780_cds5_at",0.217764338299789,8.54606648749145,0.946520325513365,0.346986227352678,0.576477467908935,-6.21120872743441,"SMPD1"
"D42055_at",-0.094268960824718,6.58109476032392,-0.946170345583999,0.347163474629111,0.576637560724821,-6.21153494224514,"NEDD4"
"J05682_at",0.11516956182671,7.27735210747455,0.945588862712253,0.34745809650652,0.576739580818982,-6.21207667975692,"ATP6V1C1"
"U66581_at",0.133841209441699,6.18739683555595,0.945397679043162,0.347554999625023,0.576739580818982,-6.21225472472077,"GPR22"
"Z25884_at",0.138823487539407,9.0764764419891,0.945251545018523,0.347629080764637,0.576739580818982,-6.21239079230146,"CLCN1"
"M73482_at",-0.108030794453542,5.87345186308675,-0.945221425560027,0.347644350787929,0.576739580818982,-6.21241883443015,"NMBR"
"Y09912_rna1_at",0.162626310220083,4.2125816251819,0.945197366961953,0.34765654837685,0.576739580818982,-6.21244123308785,"TFAP2B"
"Y10505_at",0.0955632522873335,7.66307798138747,0.945091356322479,0.347710298549584,0.576739580818982,-6.21253992282168,"SLC17A2"
"HG2167-HT2237_at",0.200792459957043,8.90336088777089,0.944325494574788,0.348098770747898,0.577249624717787,-6.21325257469779,NA
"U81523_at",0.259829792829885,6.39431566835871,0.943455803391232,0.348540250198946,0.577717060912148,-6.21406115877611,"LEFTY2"
"L40371_at",0.22237249867628,6.64582115541722,0.943450932261455,0.348542723942088,0.577717060912148,-6.2140656855987,"TRIP4"
"M98343_at",-0.141264364290715,5.01449553539442,-0.943221542655772,0.34865922951462,0.577775836171485,-6.21427883538413,"CTTN"
"M75106_at",0.130997871367162,6.03139782172083,0.942613764178085,0.348968038540049,0.578153183070418,-6.21484334119651,"CPB2"
"Y07909_at",0.195356076327545,6.8635937107715,0.940352718420635,0.350118419932479,0.579911350300944,-6.21694028755181,"EMP1"
"V01515_cds1_at",0.142535120277397,7.2935634653264,0.94020837397777,0.35019194319618,0.579911350300944,-6.21707398907013,"GCG"
"D50926_at",-0.153448324508709,8.24964210400734,-0.939570803385627,0.350516815622706,0.580314532878372,-6.21766431016034,"MORC3"
"U49379_at",0.0779407724053529,6.30752017931026,0.938234886313973,0.351198160939873,0.581111230636212,-6.21889995694523,"DGKE"
"X59373_at",-0.179046406518165,7.38827045613141,-0.938211127136236,0.351210286358451,0.581111230636212,-6.21892191729502,"HOXD10"
"L20348_at",-0.116000450173106,6.67967360346381,-0.938147868370436,0.351242571582471,0.581111230636212,-6.21898038403862,"OCM"
"J00207_rna2_at",0.103562946501683,6.82596717463863,0.937791095217291,0.351424692971923,0.581277641809011,-6.2193100586232,"IFNA2"
"Y08417_s_at",0.117696959662241,6.55772862515118,0.937628262927456,0.351507833984105,0.581280294240939,-6.21946048237462,"CHRNB3"
"U46901_at",0.202422485184896,7.84680951296614,0.936858934392917,0.351900819629029,0.581795209446974,-6.22017083992034,"SNCA"
"U25034_s_at",0.161168630542052,8.85857952766421,0.936689344976845,0.351987486864944,0.581803569176951,-6.2203273533244,"NNAT"
"HG3044-HT3742_s_at",0.0977397819769044,5.61880949578869,0.936126496179125,0.352275224818962,0.582144199752985,-6.22084660606013,NA
"D88797_at",0.102062131538116,7.29250075834657,0.935559679803496,0.352565144577456,0.582488277101433,-6.22136921120067,"PCDHB17P"
"M28983_at",0.0949066671018306,7.52466429586396,0.935004380428617,0.352849322906144,0.582771135124735,-6.22188089805539,"IL1A"
"M60891_s_at",0.438524155803263,5.24229136178966,0.934746559094901,0.352981315026426,0.582771135124735,-6.22211836962112,"UROD"
"Y12394_at",-0.124787426237778,6.88622362564105,-0.934612729127389,0.353049842096128,0.582771135124735,-6.22224161122218,"KPNA3"
"X59932_s_at",-0.136989016911139,10.4032747131446,-0.934495467842969,0.353109892299312,0.582771135124735,-6.22234958086421,"CSK"
"M60922_at",0.169479017977093,9.72885828105616,0.934361392205425,0.353178561310515,0.582771135124735,-6.22247301630637,"FLOT2"
"D78367_at",0.101038583728648,7.76952717127457,0.934116512297572,0.353304002768488,0.582771135124735,-6.22269841800748,"KRT12"
"X80878_at",0.248005122448056,7.36285046197424,0.934107583637279,0.353308577080811,0.582771135124735,-6.22270663537567,"NFRKB"
"J04102_at",-0.518271857188861,8.61343618844976,-0.933267251486856,0.353739265320768,0.583286845450757,-6.22347968018434,"ETS2"
"AFFX-HUMGAPDH/M33197_5_at",0.209469651020907,13.7241096811398,0.933178314180992,0.353784867404836,0.583286845450757,-6.22356145632987,"GAPDH"
"Z22951_rna1_s_at",0.11766049193044,9.92448096902559,0.932679857815282,0.354040518165624,0.583573376648031,-6.22401963658386,"RELA"
"M55265_at",0.133911807377153,8.87275959924009,0.932327598605293,0.354221258425516,0.583736327164933,-6.22434328853867,"CSNK2A1"
"D13413_rna1_s_at",-0.108447155560636,14.0564291985713,-0.931624130915313,0.354582377801181,0.584196388108302,-6.22498926986794,"RPL24"
"U67733_at",-0.187921451926431,5.56583082663374,-0.931200032897538,0.354800199633483,0.584420199442491,-6.2253784812156,"PDE2A"
"D14878_at",-0.127661326881467,8.92802819027587,-0.930963118643301,0.354921919162478,0.584485646040496,-6.22559583137562,"CDC123"
"D50370_at",0.0819988661681137,6.94121263866872,0.930444327085039,0.355188552841546,0.584735308052499,-6.22607159317626,"NAP1L3"
"HG4533-HT4938_at",0.106026829461966,8.82943388206883,0.93034898598955,0.35523756756563,0.584735308052499,-6.2261589982997,NA
"U11877_at",-0.216751873116277,6.59702360719163,-0.92952186889166,0.355662970107303,0.585300395635956,-6.22691690107634,"CXCR2"
"L76465_at",-0.133133178308412,6.88865282257695,-0.929100974603483,0.355879570133738,0.585461894767363,-6.22730232165967,"HPGD"
"U18383_s_at",-0.0991612363282446,5.85852794843678,-0.929012028226401,0.355925354456691,0.585461894767363,-6.22738374966591,"NRF1"
"S62904_s_at",-0.18238485019229,5.32090482448399,-0.928359214192366,0.356261500423591,0.58548180301566,-6.22798115033698,"TPMT"
"D38500_at",0.151549966035218,5.29968868069445,0.928271851993115,0.356306500317943,0.58548180301566,-6.22806106578903,"PMS2P4"
"L42601_f_at",0.10134733667473,8.8274127912447,0.92822770128181,0.356329243550883,0.58548180301566,-6.2281014503037,"KRT6A"
"M22760_at",-0.158819074458973,9.98969050456198,-0.928105641729278,0.356392124607618,0.58548180301566,-6.22821308802655,"COX5A"
"U42408_at",0.372742308101371,5.25998618075135,0.928035083856011,0.356428476952688,0.58548180301566,-6.22827761490761,"LAD1"
"U78107_at",0.114951523951431,7.75052828125091,0.9280317044335,0.356430218135498,0.58548180301566,-6.228280705351,"NAPG"
"X66113_s_at",-0.120104529624482,8.2907931535436,-0.927172492184093,0.356873088328,0.58607423328503,-6.2290660885921,"EXOSC10"
"AFFX-DapX-M_at",0.168326322979038,7.36195932855486,0.926489098128042,0.35722558771579,0.586518013548105,-6.22969025385579,NA
"L43575_s_at",-0.127103929197082,8.49414416320573,-0.92622144330106,0.357363706889873,0.586609686027608,-6.22993458894134,"EOLA2"
"AB000409_at",0.243271358470559,6.54422956267047,0.925235426766661,0.357872821627677,0.58729498761958,-6.23083410282956,"MKNK1"
"M31667_f_at",0.228693199588104,9.37618230085945,0.92509385920055,0.357945956123871,0.58729498761958,-6.23096317394507,"CYP1A2"
"L10665_at",0.114899245184868,7.00233909005438,0.924675374669461,0.358162203392953,0.587400951167435,-6.23134460523202,"GNAL"
"HG2271-HT2367_at",0.146989839869051,4.87600997597326,0.924558294641588,0.35822271821974,0.587400951167435,-6.23145128864556,NA
"L35592_at",0.129770218384563,7.12567157203288,0.92449056782846,0.358257726984992,0.587400951167435,-6.2315129953478,"TMEM151B"
"X91196_s_at",-0.0979264653204064,6.9955902857025,-0.923269892657145,0.358889084472328,0.588300823914285,-6.23262441010768,"ATM"
